name,id,height,base_experience,pokemon_species_id,weight,hp,attack,defense,special-attack,special-defense,speed,evolution_chain_id,evolves_from_species_id,gender_rate,has_gender_differences,is_baby,is_legendary,is_mythical,capture_rate,base_happiness,hatch_counter,growth_rate,generation_name,habitat_name,type_name_1,type_name_2
kyurem,646,30,330,646,3250,125,130,90,130,90,95,333,,-1,False,False,True,False,3,0,120,slow,generation-v,,dragon,ice
keldeo-ordinary,647,14,290,647,485,91,72,90,129,90,108,334,,-1,False,False,False,True,3,35,80,slow,generation-v,,water,fighting
meloetta-aria,648,6,270,648,65,100,77,77,128,128,90,335,,-1,False,False,False,True,3,100,120,slow,generation-v,,normal,psychic
genesect,649,15,300,649,825,71,120,95,120,95,99,336,,-1,False,False,False,True,3,0,120,slow,generation-v,,bug,steel
chespin,650,4,63,650,90,56,61,65,48,45,38,337,,1,False,False,False,False,45,70,20,medium-slow,generation-vi,,grass,
quilladin,651,7,142,651,290,61,78,95,56,58,57,337,650,1,False,False,False,False,45,70,20,medium-slow,generation-vi,,grass,
chesnaught,652,16,239,652,900,88,107,122,74,75,64,337,651,1,False,False,False,False,45,70,20,medium-slow,generation-vi,,grass,fighting
fennekin,653,4,61,653,94,40,45,40,62,60,60,338,,1,False,False,False,False,45,70,20,medium-slow,generation-vi,,fire,
braixen,654,10,143,654,145,59,59,58,90,70,73,338,653,1,False,False,False,False,45,70,20,medium-slow,generation-vi,,fire,
delphox,655,15,240,655,390,75,69,72,114,100,104,338,654,1,False,False,False,False,45,70,20,medium-slow,generation-vi,,fire,psychic
froakie,656,3,63,656,70,41,56,40,62,44,71,339,,1,False,False,False,False,45,70,20,medium-slow,generation-vi,,water,
frogadier,657,6,142,657,109,54,63,52,83,56,97,339,656,1,False,False,False,False,45,70,20,medium-slow,generation-vi,,water,
greninja,658,15,239,658,400,72,95,67,103,71,122,339,657,1,False,False,False,False,45,70,20,medium-slow,generation-vi,,water,dark
bunnelby,659,4,47,659,50,38,36,38,32,36,57,340,,4,False,False,False,False,255,50,15,medium,generation-vi,,normal,
diggersby,660,10,148,660,424,85,56,77,50,77,78,340,659,4,False,False,False,False,127,50,15,medium,generation-vi,,normal,ground
fletchling,661,3,56,661,17,45,50,43,40,38,62,341,,4,False,False,False,False,255,50,15,medium-slow,generation-vi,,normal,flying
fletchinder,662,7,134,662,160,62,73,55,56,52,84,341,661,4,False,False,False,False,120,50,15,medium-slow,generation-vi,,fire,flying
talonflame,663,12,175,663,245,78,81,71,74,69,126,341,662,4,False,False,False,False,45,50,15,medium-slow,generation-vi,,fire,flying
scatterbug,664,3,40,664,25,38,35,40,27,25,35,342,,4,False,False,False,False,255,70,15,medium,generation-vi,,bug,
spewpa,665,3,75,665,84,45,22,60,27,30,29,342,664,4,False,False,False,False,120,70,15,medium,generation-vi,,bug,
vivillon,666,12,185,666,170,80,52,50,90,50,89,342,665,4,False,False,False,False,45,70,15,medium,generation-vi,,bug,flying
litleo,667,6,74,667,135,62,50,58,73,54,72,343,,7,False,False,False,False,220,70,20,medium-slow,generation-vi,,fire,normal
pyroar,668,15,177,668,815,86,68,72,109,66,106,343,667,7,True,False,False,False,65,70,20,medium-slow,generation-vi,,fire,normal
flabebe,669,1,61,669,1,44,38,39,61,79,42,344,,8,False,False,False,False,225,70,20,medium,generation-vi,,fairy,
floette,670,2,130,670,9,54,45,47,75,98,52,344,669,8,False,False,False,False,120,70,20,medium,generation-vi,,fairy,
florges,671,11,248,671,100,78,65,68,112,154,75,344,670,8,False,False,False,False,45,70,20,medium,generation-vi,,fairy,
skiddo,672,9,70,672,310,66,65,48,62,57,52,345,,4,False,False,False,False,200,70,20,medium,generation-vi,,grass,
gogoat,673,17,186,673,910,123,100,62,97,81,68,345,672,4,False,False,False,False,45,70,20,medium,generation-vi,,grass,
pancham,674,6,70,674,80,67,82,62,46,48,43,346,,4,False,False,False,False,220,50,25,medium,generation-vi,,fighting,
pangoro,675,21,173,675,1360,95,124,78,69,71,58,346,674,4,False,False,False,False,65,50,25,medium,generation-vi,,fighting,dark
furfrou,676,12,165,676,280,75,80,60,65,90,102,347,,4,False,False,False,False,160,70,20,medium,generation-vi,,normal,
espurr,677,3,71,677,35,62,48,54,63,60,68,348,,4,False,False,False,False,190,50,20,medium,generation-vi,,psychic,
meowstic-male,678,6,163,678,85,74,48,76,83,81,104,348,677,4,True,False,False,False,75,50,20,medium,generation-vi,,psychic,
honedge,679,8,65,679,20,45,80,100,35,37,28,349,,4,False,False,False,False,180,50,20,medium,generation-vi,,steel,ghost
doublade,680,8,157,680,45,59,110,150,45,49,35,349,679,4,False,False,False,False,90,50,20,medium,generation-vi,,steel,ghost
aegislash-shield,681,17,250,681,530,60,50,140,50,140,60,349,680,4,False,False,False,False,45,50,20,medium,generation-vi,,steel,ghost
spritzee,682,2,68,682,5,78,52,60,63,65,23,350,,4,False,False,False,False,200,50,20,medium,generation-vi,,fairy,
aromatisse,683,8,162,683,155,101,72,72,99,89,29,350,682,4,False,False,False,False,140,50,20,medium,generation-vi,,fairy,
swirlix,684,4,68,684,35,62,48,66,59,57,49,351,,4,False,False,False,False,200,50,20,medium,generation-vi,,fairy,
slurpuff,685,8,168,685,50,82,80,86,85,75,72,351,684,4,False,False,False,False,140,50,20,medium,generation-vi,,fairy,
inkay,686,4,58,686,35,53,54,53,37,46,45,352,,4,False,False,False,False,190,50,20,medium,generation-vi,,dark,psychic
malamar,687,15,169,687,470,86,92,88,68,75,73,352,686,4,False,False,False,False,80,50,20,medium,generation-vi,,dark,psychic
binacle,688,5,61,688,310,42,52,67,39,56,50,353,,4,False,False,False,False,120,50,20,medium,generation-vi,,rock,water
barbaracle,689,13,175,689,960,72,105,115,54,86,68,353,688,4,False,False,False,False,45,50,20,medium,generation-vi,,rock,water
skrelp,690,5,64,690,73,50,60,60,60,60,30,354,,4,False,False,False,False,225,50,20,medium,generation-vi,,poison,water
dragalge,691,18,173,691,815,65,75,90,97,123,44,354,690,4,False,False,False,False,55,50,20,medium,generation-vi,,poison,dragon
clauncher,692,5,66,692,83,50,53,62,58,63,44,355,,4,False,False,False,False,225,50,15,slow,generation-vi,,water,
clawitzer,693,13,100,693,353,71,73,88,120,89,59,355,692,4,False,False,False,False,55,50,15,slow,generation-vi,,water,
helioptile,694,5,58,694,60,44,38,33,61,43,70,356,,4,False,False,False,False,190,50,20,medium,generation-vi,,electric,normal
heliolisk,695,10,168,695,210,62,55,52,109,94,109,356,694,4,False,False,False,False,75,50,20,medium,generation-vi,,electric,normal
tyrunt,696,8,72,696,260,58,89,77,45,45,48,357,,1,False,False,False,False,45,50,30,medium,generation-vi,,rock,dragon
tyrantrum,697,25,182,697,2700,82,121,119,69,59,71,357,696,1,False,False,False,False,45,50,30,medium,generation-vi,,rock,dragon
amaura,698,13,72,698,252,77,59,50,67,63,46,358,,1,False,False,False,False,45,50,30,medium,generation-vi,,rock,ice
aurorus,699,27,104,699,2250,123,77,72,99,92,58,358,698,1,False,False,False,False,45,50,30,medium,generation-vi,,rock,ice
sylveon,700,10,184,700,235,95,65,65,110,130,60,67,133,1,False,False,False,False,45,50,35,medium,generation-vi,,fairy,
hawlucha,701,8,175,701,215,78,92,75,74,63,118,359,,4,False,False,False,False,100,50,20,medium,generation-vi,,fighting,flying
dedenne,702,2,151,702,22,67,58,57,81,67,101,360,,4,False,False,False,False,180,50,20,medium,generation-vi,,electric,fairy
carbink,703,3,100,703,57,50,50,150,50,150,50,361,,-1,False,False,False,False,60,50,25,slow,generation-vi,,rock,fairy
goomy,704,3,60,704,28,45,50,35,55,75,40,362,,4,False,False,False,False,45,35,40,slow,generation-vi,,dragon,
sliggoo,705,8,158,705,175,68,75,53,83,113,60,362,704,4,False,False,False,False,45,35,40,slow,generation-vi,,dragon,
goodra,706,20,300,706,1505,90,100,70,110,150,80,362,705,4,False,False,False,False,45,35,40,slow,generation-vi,,dragon,
klefki,707,2,165,707,30,57,80,91,80,87,75,363,,4,False,False,False,False,75,50,20,fast,generation-vi,,steel,fairy
phantump,708,4,62,708,70,43,70,48,50,60,38,364,,4,False,False,False,False,120,50,20,medium,generation-vi,,ghost,grass
trevenant,709,15,166,709,710,85,110,76,65,82,56,364,708,4,False,False,False,False,60,50,20,medium,generation-vi,,ghost,grass
pumpkaboo-average,710,4,67,710,50,49,66,70,44,55,51,365,,4,False,False,False,False,120,50,20,medium,generation-vi,,ghost,grass
gourgeist-average,711,9,173,711,125,65,90,122,58,75,84,365,710,4,False,False,False,False,60,50,20,medium,generation-vi,,ghost,grass
bergmite,712,10,61,712,995,55,69,85,32,35,28,366,,4,False,False,False,False,190,50,20,medium,generation-vi,,ice,
avalugg,713,20,180,713,5050,95,117,184,44,46,28,366,712,4,False,False,False,False,55,50,20,medium,generation-vi,,ice,
noibat,714,5,49,714,80,40,30,35,45,40,55,367,,4,False,False,False,False,190,50,20,medium,generation-vi,,flying,dragon
noivern,715,15,187,715,850,85,70,80,97,80,123,367,714,4,False,False,False,False,45,50,20,medium,generation-vi,,flying,dragon
xerneas,716,30,340,716,2150,126,131,95,131,98,99,368,,-1,False,False,True,False,45,0,120,slow,generation-vi,,fairy,
yveltal,717,58,340,717,2030,126,131,95,131,98,99,369,,-1,False,False,True,False,45,0,120,slow,generation-vi,,dark,flying
zygarde-50,718,50,300,718,3050,108,100,121,81,95,95,370,,-1,False,False,True,False,3,0,120,slow,generation-vi,,dragon,ground
diancie,719,7,300,719,88,50,100,150,100,150,50,371,,-1,False,False,False,True,3,50,25,slow,generation-vi,,rock,fairy
hoopa,720,5,270,720,90,80,110,60,150,130,70,372,,-1,False,False,False,True,3,100,120,slow,generation-vi,,psychic,ghost
volcanion,721,17,300,721,1950,80,110,120,130,90,70,373,,-1,False,False,False,True,3,100,120,slow,generation-vi,,fire,water
rowlet,722,3,64,722,15,68,55,55,50,50,42,374,,1,False,False,False,False,45,50,15,medium-slow,generation-vii,,grass,flying
dartrix,723,7,147,723,160,78,75,75,70,70,52,374,722,1,False,False,False,False,45,50,15,medium-slow,generation-vii,,grass,flying
decidueye,724,16,265,724,366,78,107,75,100,100,70,374,723,1,False,False,False,False,45,50,15,medium-slow,generation-vii,,grass,ghost
litten,725,4,64,725,43,45,65,40,60,40,70,375,,1,False,False,False,False,45,50,15,medium-slow,generation-vii,,fire,
torracat,726,7,147,726,250,65,85,50,80,50,90,375,725,1,False,False,False,False,45,50,15,medium-slow,generation-vii,,fire,
incineroar,727,18,265,727,830,95,115,90,80,90,60,375,726,1,False,False,False,False,45,50,15,medium-slow,generation-vii,,fire,dark
popplio,728,4,64,728,75,50,54,54,66,56,40,376,,1,False,False,False,False,45,50,15,medium-slow,generation-vii,,water,
brionne,729,6,147,729,175,60,69,69,91,81,50,376,728,1,False,False,False,False,45,50,15,medium-slow,generation-vii,,water,
primarina,730,18,265,730,440,80,74,74,126,116,60,376,729,1,False,False,False,False,45,50,15,medium-slow,generation-vii,,water,fairy
pikipek,731,3,53,731,12,35,75,30,30,30,65,377,,4,False,False,False,False,255,70,15,medium,generation-vii,,normal,flying
trumbeak,732,6,124,732,148,55,85,50,40,50,75,377,731,4,False,False,False,False,120,70,15,medium,generation-vii,,normal,flying
toucannon,733,11,218,733,260,80,120,75,75,75,60,377,732,4,False,False,False,False,45,70,15,medium,generation-vii,,normal,flying
yungoos,734,4,51,734,60,48,70,30,30,30,45,378,,4,False,False,False,False,255,70,15,medium,generation-vii,,normal,
gumshoos,735,7,146,735,142,88,110,60,55,60,45,378,734,4,False,False,False,False,127,70,15,medium,generation-vii,,normal,
grubbin,736,4,60,736,44,47,62,45,55,45,46,379,,4,False,False,False,False,255,50,15,medium,generation-vii,,bug,
charjabug,737,5,140,737,105,57,82,95,55,75,36,379,736,4,False,False,False,False,120,50,15,medium,generation-vii,,bug,electric
vikavolt,738,15,250,738,450,77,70,90,145,75,43,379,737,4,False,False,False,False,45,50,15,medium,generation-vii,,bug,electric
crabrawler,739,6,68,739,70,47,82,57,42,47,63,380,,4,False,False,False,False,225,70,20,medium,generation-vii,,fighting,
crabominable,740,17,167,740,1800,97,132,77,62,67,43,380,739,4,False,False,False,False,60,70,20,medium,generation-vii,,fighting,ice
oricorio-baile,741,6,167,741,34,75,70,70,98,70,93,381,,6,False,False,False,False,45,70,20,medium,generation-vii,,fire,flying
cutiefly,742,1,61,742,2,40,45,40,55,40,84,382,,4,False,False,False,False,190,50,20,medium,generation-vii,,bug,fairy
ribombee,743,2,162,743,5,60,55,60,95,70,124,382,742,4,False,False,False,False,75,50,20,medium,generation-vii,,bug,fairy
rockruff,744,5,56,744,92,45,65,40,30,40,60,383,,4,False,False,False,False,190,50,15,medium,generation-vii,,rock,
lycanroc-midday,745,8,170,745,250,75,115,65,55,65,112,383,744,4,False,False,False,False,90,50,15,medium,generation-vii,,rock,
wishiwashi-solo,746,2,61,746,3,45,20,20,25,25,40,384,,4,False,False,False,False,60,50,15,fast,generation-vii,,water,
mareanie,747,4,61,747,80,50,53,62,43,52,45,385,,4,False,False,False,False,190,50,20,medium,generation-vii,,poison,water
toxapex,748,7,173,748,145,50,63,152,53,142,35,385,747,4,False,False,False,False,75,50,20,medium,generation-vii,,poison,water
mudbray,749,10,77,749,1100,70,100,70,45,55,45,386,,4,False,False,False,False,190,50,20,medium,generation-vii,,ground,
mudsdale,750,25,175,750,9200,100,125,100,55,85,35,386,749,4,False,False,False,False,60,50,20,medium,generation-vii,,ground,
dewpider,751,3,54,751,40,38,40,52,40,72,27,387,,4,False,False,False,False,200,50,15,medium,generation-vii,,water,bug
araquanid,752,18,159,752,820,68,70,92,50,132,42,387,751,4,False,False,False,False,100,50,15,medium,generation-vii,,water,bug
fomantis,753,3,50,753,15,40,55,35,50,35,35,388,,4,False,False,False,False,190,50,20,medium,generation-vii,,grass,
lurantis,754,9,168,754,185,70,105,90,80,90,45,388,753,4,False,False,False,False,75,50,20,medium,generation-vii,,grass,
morelull,755,2,57,755,15,40,35,55,65,75,15,389,,4,False,False,False,False,190,50,20,medium,generation-vii,,grass,fairy
shiinotic,756,10,142,756,115,60,45,80,90,100,30,389,755,4,False,False,False,False,75,50,20,medium,generation-vii,,grass,fairy
salandit,757,6,64,757,48,48,44,40,71,40,77,390,,1,False,False,False,False,120,50,20,medium,generation-vii,,poison,fire
salazzle,758,12,168,758,222,68,64,60,111,60,117,390,757,8,False,False,False,False,45,50,20,medium,generation-vii,,poison,fire
stufful,759,5,68,759,68,70,75,50,45,50,50,391,,4,False,False,False,False,140,50,15,medium,generation-vii,,normal,fighting
bewear,760,21,175,760,1350,120,125,80,55,60,60,391,759,4,False,False,False,False,70,50,15,medium,generation-vii,,normal,fighting
bounsweet,761,3,42,761,32,42,30,38,30,38,32,392,,8,False,False,False,False,235,50,20,medium-slow,generation-vii,,grass,
steenee,762,7,102,762,82,52,40,48,40,48,62,392,761,8,False,False,False,False,120,50,20,medium-slow,generation-vii,,grass,
tsareena,763,12,255,763,214,72,120,98,50,98,72,392,762,8,False,False,False,False,45,50,20,medium-slow,generation-vii,,grass,
comfey,764,1,170,764,3,51,52,90,82,110,100,393,,6,False,False,False,False,60,50,20,fast,generation-vii,,fairy,
oranguru,765,15,172,765,760,90,60,80,90,110,60,394,,4,False,False,False,False,45,50,20,slow,generation-vii,,normal,psychic
passimian,766,20,172,766,828,100,120,90,40,60,80,395,,4,False,False,False,False,45,50,20,slow,generation-vii,,fighting,
wimpod,767,5,46,767,120,25,35,40,20,30,80,396,,4,False,False,False,False,90,50,20,medium,generation-vii,,bug,water
golisopod,768,20,186,768,1080,75,125,140,60,90,40,396,767,4,False,False,False,False,45,50,20,medium,generation-vii,,bug,water
sandygast,769,5,64,769,700,55,55,80,70,45,15,397,,4,False,False,False,False,140,50,15,medium,generation-vii,,ghost,ground
palossand,770,13,168,770,2500,85,75,110,100,75,35,397,769,4,False,False,False,False,60,50,15,medium,generation-vii,,ghost,ground
pyukumuku,771,3,144,771,12,55,60,130,30,130,5,398,,4,False,False,False,False,60,50,15,fast,generation-vii,,water,
type-null,772,19,107,772,1205,95,95,95,95,95,59,399,,-1,False,False,False,False,3,0,120,slow,generation-vii,,normal,
silvally,773,23,285,773,1005,95,95,95,95,95,95,399,772,-1,False,False,True,False,3,0,120,slow,generation-vii,,normal,
minior-red-meteor,774,3,154,774,400,60,60,100,60,100,60,400,,-1,False,False,False,False,30,70,25,medium-slow,generation-vii,,rock,flying
komala,775,4,168,775,199,65,115,65,75,95,65,401,,4,False,False,False,False,45,70,20,slow,generation-vii,,normal,
turtonator,776,20,170,776,2120,60,78,135,91,85,36,402,,4,False,False,False,False,70,50,20,medium,generation-vii,,fire,dragon
togedemaru,777,3,152,777,33,65,98,63,40,73,96,403,,4,False,False,False,False,180,50,10,medium,generation-vii,,electric,steel
mimikyu-disguised,778,2,167,778,7,55,90,80,50,105,96,404,,4,False,False,False,False,45,50,20,medium,generation-vii,,ghost,fairy
bruxish,779,9,166,779,190,68,105,70,70,70,92,405,,4,False,False,False,False,80,70,15,medium,generation-vii,,water,psychic
drampa,780,30,170,780,1850,78,60,85,135,91,36,406,,4,False,False,False,False,70,50,20,medium,generation-vii,,normal,dragon
dhelmise,781,39,181,781,2100,70,131,100,86,90,40,407,,-1,False,False,False,False,25,50,25,medium,generation-vii,,ghost,grass
jangmo-o,782,6,60,782,297,45,55,65,45,45,45,408,,4,False,False,False,False,45,50,40,slow,generation-vii,,dragon,
hakamo-o,783,12,147,783,470,55,75,90,65,70,65,408,782,4,False,False,False,False,45,50,40,slow,generation-vii,,dragon,fighting
kommo-o,784,16,300,784,782,75,110,125,100,105,85,408,783,4,False,False,False,False,45,50,40,slow,generation-vii,,dragon,fighting
tapu-koko,785,18,285,785,205,70,115,85,95,75,130,409,,-1,False,False,True,False,3,50,15,slow,generation-vii,,electric,fairy
tapu-lele,786,12,285,786,186,70,85,75,130,115,95,410,,-1,False,False,True,False,3,50,15,slow,generation-vii,,psychic,fairy
tapu-bulu,787,19,285,787,455,70,130,115,85,95,75,411,,-1,False,False,True,False,3,50,15,slow,generation-vii,,grass,fairy
tapu-fini,788,13,285,788,212,70,75,115,95,130,85,412,,-1,False,False,True,False,3,50,15,slow,generation-vii,,water,fairy
cosmog,789,2,40,789,1,43,29,31,29,31,37,413,,-1,False,False,True,False,45,0,120,slow,generation-vii,,psychic,
cosmoem,790,1,140,790,9999,43,29,131,29,131,37,413,789,-1,False,False,True,False,45,0,120,slow,generation-vii,,psychic,
solgaleo,791,34,340,791,2300,137,137,107,113,89,97,413,790,-1,False,False,True,False,45,0,120,slow,generation-vii,,psychic,steel
lunala,792,40,340,792,1200,137,113,89,137,107,97,413,790,-1,False,False,True,False,45,0,120,slow,generation-vii,,psychic,ghost
nihilego,793,12,285,793,555,109,53,47,127,131,103,414,,-1,False,False,False,False,45,0,120,slow,generation-vii,,rock,poison
buzzwole,794,24,285,794,3336,107,139,139,53,53,79,415,,-1,False,False,False,False,45,0,120,slow,generation-vii,,bug,fighting
pheromosa,795,18,285,795,250,71,137,37,137,37,151,416,,-1,False,False,False,False,45,0,120,slow,generation-vii,,bug,fighting
xurkitree,796,38,285,796,1000,83,89,71,173,71,83,417,,-1,False,False,False,False,45,0,120,slow,generation-vii,,electric,
celesteela,797,92,285,797,9999,97,101,103,107,101,61,418,,-1,False,False,False,False,45,0,120,slow,generation-vii,,steel,flying
kartana,798,3,285,798,1,59,181,131,59,31,109,419,,-1,False,False,False,False,45,0,120,slow,generation-vii,,grass,steel
guzzlord,799,55,285,799,8880,223,101,53,97,53,43,420,,-1,False,False,False,False,45,0,120,slow,generation-vii,,dark,dragon
necrozma,800,24,300,800,2300,97,107,101,127,89,79,421,,-1,False,False,True,False,255,0,120,slow,generation-vii,,psychic,
magearna,801,10,300,801,805,80,95,115,130,115,65,422,,-1,False,False,False,True,3,0,120,slow,generation-vii,,steel,fairy
marshadow,802,7,300,802,222,90,125,80,90,90,125,423,,-1,False,False,False,True,3,0,120,slow,generation-vii,,fighting,ghost
poipole,803,6,210,803,18,67,73,67,73,67,73,424,,-1,False,False,False,False,45,0,120,slow,generation-vii,,poison,
naganadel,804,36,270,804,1500,73,73,73,127,73,121,424,803,-1,False,False,False,False,45,0,120,slow,generation-vii,,poison,dragon
stakataka,805,55,285,805,8200,61,131,211,53,101,13,425,,-1,False,False,False,False,30,0,120,slow,generation-vii,,rock,steel
blacephalon,806,18,285,806,130,53,127,53,151,79,107,426,,-1,False,False,False,False,30,0,120,slow,generation-vii,,fire,ghost
zeraora,807,15,300,807,445,88,112,75,102,80,143,427,,-1,False,False,False,True,3,0,120,slow,generation-vii,,electric,
meltan,808,2,150,808,80,46,65,65,55,35,34,428,,-1,False,False,False,True,3,0,120,slow,generation-vii,,steel,
melmetal,809,25,300,809,8000,135,143,143,80,65,34,429,,-1,False,False,False,True,3,0,120,slow,generation-vii,,steel,
grookey,810,3,62,810,50,50,65,50,40,40,65,430,,1,False,False,False,False,45,50,20,medium-slow,generation-viii,,grass,
thwackey,811,7,147,811,140,70,85,70,55,60,80,430,810,1,False,False,False,False,45,50,20,medium-slow,generation-viii,,grass,
rillaboom,812,21,265,812,900,100,125,90,60,70,85,430,811,1,False,False,False,False,45,50,20,medium-slow,generation-viii,,grass,
scorbunny,813,3,62,813,45,50,71,40,40,40,69,431,,1,False,False,False,False,45,50,20,medium-slow,generation-viii,,fire,
raboot,814,6,147,814,90,65,86,60,55,60,94,431,813,1,False,False,False,False,45,50,20,medium-slow,generation-viii,,fire,
cinderace,815,14,265,815,330,80,116,75,65,75,119,431,814,1,False,False,False,False,45,50,20,medium-slow,generation-viii,,fire,
sobble,816,3,62,816,40,50,40,40,70,40,70,432,,1,False,False,False,False,45,50,20,medium-slow,generation-viii,,water,
drizzile,817,7,147,817,115,65,60,55,95,55,90,432,816,1,False,False,False,False,45,50,20,medium-slow,generation-viii,,water,
inteleon,818,19,265,818,452,70,85,65,125,65,120,432,817,1,False,False,False,False,45,50,20,medium-slow,generation-viii,,water,
skwovet,819,3,55,819,25,70,55,55,35,35,25,433,,4,False,False,False,False,255,50,20,medium,generation-viii,,normal,
greedent,820,6,161,820,60,120,95,95,55,75,20,433,819,4,False,False,False,False,90,50,20,medium,generation-viii,,normal,
rookidee,821,2,49,821,18,38,47,35,33,35,57,434,,4,False,False,False,False,255,50,15,medium-slow,generation-viii,,flying,
corvisquire,822,8,128,822,160,68,67,55,43,55,77,434,821,4,False,False,False,False,120,50,15,medium-slow,generation-viii,,flying,
corviknight,823,22,248,823,750,98,87,105,53,85,67,434,822,4,False,False,False,False,45,50,15,medium-slow,generation-viii,,flying,steel
blipbug,824,4,36,824,80,25,20,20,25,45,45,435,,4,False,False,False,False,255,50,15,medium,generation-viii,,bug,
dottler,825,4,117,825,195,50,35,80,50,90,30,435,824,4,False,False,False,False,120,50,15,medium,generation-viii,,bug,psychic
orbeetle,826,4,253,826,408,60,45,110,80,120,90,435,825,4,False,False,False,False,45,50,15,medium,generation-viii,,bug,psychic
nickit,827,6,49,827,89,40,28,28,47,52,50,436,,4,False,False,False,False,255,50,15,fast,generation-viii,,dark,
thievul,828,12,159,828,199,70,58,58,87,92,90,436,827,4,False,False,False,False,127,50,15,fast,generation-viii,,dark,
gossifleur,829,4,50,829,22,40,40,60,40,60,10,437,,4,False,False,False,False,190,50,20,medium,generation-viii,,grass,
eldegoss,830,5,161,830,25,60,50,90,80,120,60,437,829,4,False,False,False,False,75,50,20,medium,generation-viii,,grass,
wooloo,831,6,122,831,60,42,40,55,40,45,48,438,,4,False,False,False,False,255,50,15,medium,generation-viii,,normal,
dubwool,832,13,172,832,430,72,80,100,60,90,88,438,831,4,False,False,False,False,127,50,15,medium,generation-viii,,normal,
chewtle,833,3,57,833,85,50,64,50,38,38,44,439,,4,False,False,False,False,255,50,20,medium,generation-viii,,water,
drednaw,834,10,170,834,1155,90,115,90,48,68,74,439,833,4,False,False,False,False,75,50,20,medium,generation-viii,,water,rock
yamper,835,3,54,835,135,59,45,50,40,50,26,440,,4,False,False,False,False,255,50,20,fast,generation-viii,,electric,
boltund,836,10,172,836,340,69,90,60,90,60,121,440,835,4,False,False,False,False,45,50,20,fast,generation-viii,,electric,
rolycoly,837,3,48,837,120,30,40,50,40,50,30,441,,4,False,False,False,False,255,50,15,medium-slow,generation-viii,,rock,
carkol,838,11,144,838,780,80,60,90,60,70,50,441,837,4,False,False,False,False,120,50,15,medium-slow,generation-viii,,rock,fire
coalossal,839,28,255,839,3105,110,80,120,80,90,30,441,838,4,False,False,False,False,45,50,15,medium-slow,generation-viii,,rock,fire
applin,840,2,52,840,5,40,40,80,40,40,20,442,,4,False,False,False,False,255,50,20,slow-then-very-fast,generation-viii,,grass,dragon
flapple,841,3,170,841,10,70,110,80,95,60,70,442,840,4,False,False,False,False,45,50,20,slow-then-very-fast,generation-viii,,grass,dragon
appletun,842,4,170,842,130,110,85,80,100,80,30,442,840,4,False,False,False,False,45,50,20,slow-then-very-fast,generation-viii,,grass,dragon
silicobra,843,22,63,843,76,52,57,75,35,50,46,443,,4,False,False,False,False,255,50,20,medium,generation-viii,,ground,
sandaconda,844,38,179,844,655,72,107,125,65,70,71,443,843,4,False,False,False,False,120,50,20,medium,generation-viii,,ground,
cramorant,845,8,166,845,180,70,85,55,85,95,85,444,,4,False,False,False,False,45,50,20,medium,generation-viii,,flying,water
arrokuda,846,5,56,846,10,41,63,40,40,30,66,445,,4,False,False,False,False,255,50,20,slow,generation-viii,,water,
barraskewda,847,13,172,847,300,61,123,60,60,50,136,445,846,4,False,False,False,False,60,50,20,slow,generation-viii,,water,
toxel,848,4,48,848,110,40,38,35,54,35,40,446,,4,False,True,False,False,75,50,25,medium-slow,generation-viii,,electric,poison
toxtricity-amped,849,16,176,849,400,75,98,70,114,70,75,446,848,4,False,False,False,False,45,50,25,medium-slow,generation-viii,,electric,poison
sizzlipede,850,7,61,850,10,50,65,45,50,50,45,447,,4,False,False,False,False,190,50,20,medium,generation-viii,,fire,bug
centiskorch,851,30,184,851,1200,100,115,65,90,90,65,447,850,4,False,False,False,False,75,50,20,medium,generation-viii,,fire,bug
clobbopus,852,6,62,852,40,50,68,60,50,50,32,448,,4,False,False,False,False,180,50,25,medium-slow,generation-viii,,fighting,
grapploct,853,16,168,853,390,80,118,90,70,80,42,448,852,4,False,False,False,False,45,50,25,medium-slow,generation-viii,,fighting,
sinistea,854,1,62,854,2,40,45,45,74,54,50,449,,-1,False,False,False,False,120,50,20,medium,generation-viii,,ghost,
polteageist,855,2,178,855,4,60,65,65,134,114,70,449,854,-1,False,False,False,False,60,50,20,medium,generation-viii,,ghost,
hatenna,856,4,53,856,34,42,30,45,56,53,39,450,,8,False,False,False,False,235,50,20,slow,generation-viii,,psychic,
hattrem,857,6,130,857,48,57,40,65,86,73,49,450,856,8,False,False,False,False,120,50,20,slow,generation-viii,,psychic,
hatterene,858,21,255,858,51,57,90,95,136,103,29,450,857,8,False,False,False,False,45,50,20,slow,generation-viii,,psychic,fairy
impidimp,859,4,53,859,55,45,45,30,55,40,50,451,,0,False,False,False,False,255,50,20,medium,generation-viii,,dark,fairy
morgrem,860,8,130,860,125,65,60,45,75,55,70,451,859,0,False,False,False,False,120,50,20,medium,generation-viii,,dark,fairy
grimmsnarl,861,15,255,861,610,95,120,65,95,75,60,451,860,0,False,False,False,False,45,50,20,medium,generation-viii,,dark,fairy
obstagoon,862,16,260,862,460,93,90,101,60,81,95,134,264,4,False,False,False,False,45,50,15,medium,generation-viii,,dark,normal
perrserker,863,8,154,863,280,70,110,100,50,60,50,22,52,4,False,False,False,False,90,50,20,medium,generation-viii,,steel,
cursola,864,10,179,864,4,60,95,50,145,130,30,113,222,6,False,False,False,False,30,50,20,fast,generation-viii,,ghost,
